name	latitude_deg	longitude_deg
Verhoff Airport	41.07310104	-84.21269989
Jones Air Park	35.27230072	-96.88169861
Jasper Ridge Airstrip	44.00329971	-122.8799973
Episcopal Hospital Heliport	39.99010086	-75.13050079
Us Army Reserve Center Heliport	39.96680069	-75.45240021
G W Heliport	29.55330086	-98.49199677
Nw Police Station Nr 5 Heliport	29.85689926	-95.53939819
Ruckman Field	36.47700119	-87.13980103
4BH Heliport	30.71879959	-97.77330017
Bevoni-Flying B Airport	33.72090149	-96.86139679
Carilion Westlake Center Heliport	37.115861	-79.718361
North Hero Passage Seaplane Base	44.854722	-73.285556
Bob's Field	45.95640182	-121.4980011
Holland Air Park	44.03219986	-91.29959869
Flying F Airport	33.87770081	-97.72979736
Beech Creek Airport	33.18249893	-91.62830353
Sarita Airport	32.93560028	-111.4850006
Billy Joe Airport	33.50699997	-117.0709991
Lyall-Roberts Airport	33.32450104	-116.9899979
Arnold Ranch Airport	36.91439819	-119.7860031
Ash Mesa Heliport	38.56719971	-107.9960022
Florida Hospital Heliport	28.57559967	-81.36840057
Ringhaver Heliport	27.98889923	-80.6269989
Flying Harness Farms Airport	29.71859932	-82.84459686
Blue Bird Field	34.90039825	-84.77850342
Troy Skypark Airport	39.99089813	-84.27050018
Hungry Ridge Ranch Airport	45.782417	-115.938
Winn Field	41.17559814	-86.37359619
Minder Airport	40.13339996	-89.32510376
Felix Airport	40.29169846	-86.78029633
Hilbert Airport	42.3321991	-88.60559845
Bar P Ranch Airport	37.48199844	-96.33779907
Uk Hospital Heliport	38.03089905	-84.50830078
Wayne Brown Airport	31.72769928	-91.582901
Dale Curten Farm Airport	38.04779816	-89.99710083
Vortex 2 Heliport	30.03019905	-91.87210083
Hornersville Memorial Airport	36.04169846	-90.15010071
Hanson Heliport	42.122778	-72.423611
Handleman Sky Ranch Airport	42.85279846	-83.22769928
Nagel and Schultz Airport	44.5821991	-93.8015976
Mayes Homestead Airport	39.57500076	-94.18360138
Garrison Dam Recreational Airpark	47.48310089	-101.4089966
Valdese General Hospital Heliport	35.74810028	-81.52249908
Sunset Strip	47.23199844	-102.5090027
Watermeier Airport	40.60779953	-96.30780029
Deepwater Heliport	39.69760132	-75.49490356
Cuba Memorial Hospital Heliport	42.22090149	-78.2664032
Southwest General Hospital Heliport	41.3708992	-81.79489899
Cole Airfield	40.82509995	-82.79679871
Valley View Hospital Heliport	34.77619934	-96.63330078
Vey Sheep Ranch Airport	45.09320068	-118.3990021
Roadcap Airport	40.78839874	-77.10610199
Hanover Hospital Heliport	39.807778	-76.983889
Fort Peck Airport	48.00500107	-106.4820023
Texas Health Presbyterian Hospital Dallas Heliport	32.880403	-96.761389
Johnnie Volk Field	29.36020088	-95.00990295
Univ of Tennessee Lifestar Sweetwater Heliport	35.6094017	-84.45529938
Skinner Airport	32.99069977	-96.04000092
Yates Field	31.32159996	-98.86560059
St. Mary's Hospital Heliport	37.570278	-77.502778
Brisson Airport	43.86859894	-73.31809998
Baumann Farm Inc. Airport	46.83179855	-118.461998
Docken Field	42.99110031	-89.75350189
Skydive Houston Airport	29.99340057	-95.93029785
Lake Whitney Country Club Airport	32.00019836	-97.41699982
Mels Airport	61.5625	-149.6679993
Williams Field	36.11880112	-94.46820068
Peabody Bedard Field	36.47169876	-110.4179993
Cain Field	43.59999847	-85.49310303
Cashen Airport	35.6916008	-119.4889984
Riego Flight Strip	38.7541008	-121.5630035
Sanborn Airport	39.10929871	-121.8840027
Basin Clinic Heliport	38.21860123	-108.276001
Blue Springs Airport	30.48349953	-83.24990082
Griffin's Main Office Heliport	27.73699951	-81.53199768
Flagler Hospital Heliport	29.86219978	-81.3167038
Lanier Park Hospital Heliport	34.31969833	-83.79669952
Weller Airport	40.09120178	-83.68939972
Sky Ranch North Airport	43.50944444	-116.6679167
Hampton Field	39.728611	-86.823056
Abraham Lincoln Memorial Hosp Heliport	40.14979935	-89.37120056
Fuller Field	39.90200043	-86.36309814
Winchester Airport	40.58200073	-91.35849762
Lucas Airport	39.06200027	-98.52529907
Savute Airport	37.77780151	-97.27749634
Grant County Hospital Heliport	38.63589859	-84.56860352
Whiteville Airport	30.78440094	-92.18229675
Gateway Regional Medical Center Heliport	38.70830154	-90.14389801
Ace Flying Airport	30.23670006	-91.82969666
Chicora Field	42.46689987	-85.97920227
Chandler Personal Use Airport	47.41109848	-94.77249908
Barber Airport	39.25559998	-90.85569763
Smyrna Airport	39.30360031	-75.58390045
Annie Penn Hospital Heliport	36.35390091	-79.66670227
Schroeder Private Airport	47.09799957	-97.40119934
Boardman Aerial Airport	40.75360107	-97.85140228
Wjrz Radio Heliport	39.69929886	-74.23429871
Greenlawn Farm Airport	42.54869843	-76.95800018
Industry Air Park	39.84479904	-82.57959747
Ronshausen Airport	39.68510056	-83.07189941
Duncan Regional Hospital Heliport	34.52119827	-97.97229767
Pge Boardman Heliport	45.69453333	-119.8087556
Aerequus Airport	40.39089966	-75.01409912
Waisley Airport	42.00009918	-80.16649628
La Dolce Terra Airport	35.177778	-81.747778
Kurio Heliport	29.80190086	-95.56549835
John S Dunn Helistop	29.7133007	-95.39550018
Sugar Grove Airport	36.62530136	-86.27330017
Steeplechase Heliport	29.92609978	-95.59159851
Lyndon B Johnson General Hospital Heliport	29.81270027	-95.31130219
Arthur Municipal Airport	41.56169891	-101.7109985
State Police Division Three Heliport	37.36040115	-78.86889648
Lynden Airport	48.95589828	-122.4580002
Blakely Island Airport	48.57899857	-122.8259964
Northport Airport	44.3885994	-88.8526001
River's Edge Farm Airport	39.32529831	-78.42559814
San Rafael Ranch Airport	26.81520081	-98.47930145
Gilmore Strip	61.58599854	-149.2359924
Twin Cities Airport	35.41719818	-94.32640076
Lukachukai Airport	36.40060043	-109.2570038
Nugent Chamberlain Lake Seaplane Base	46.21670151	-69.24949646
Sce Palm Springs District Heliport	33.78639984	-117.4660034
Castle Heliport	33.78789902	-117.2300034
Flying M Ranch Airport	38.48799896	-107.6740036
Sanders Ranch Airport	29.66250038	-82.00930023
Ancient Oaks Airport	29.72940063	-83.35350037
Palm Beach Sheriff's Range Heliport	26.71699905	-80.19979858
Avoca Airport	43.02999878	-82.66940308
Wayne Memorial Hospital Heliport	31.60160065	-81.89710236
Husband Field	41.6794014	-94.02020264
Albion Municipal Airport	42.39770126	-113.5579987
Miller Field	41.51480103	-85.55220032
Mason Airport	40.09389877	-89.36289978
Roberts Field	40.00230026	-85.42890167
Hagi Landing Area Airport	41.11000061	-88.79560089
Pomona Lake Airport	38.69200134	-95.69000244
Rolling Meadows Airport	38.78609848	-95.30750275
Somerset-Pulaski Co EMS Heliport	37.08539963	-84.62580109
Whitaker Ultralightport	30.58833333	-92.23055556
Sullivan Airport	40.401389	-91.303056
Huber Airport	46.16880035	-88.17240143
Anthony Private Airport	47.03689957	-91.71050262
Gardner Airport	37.11869812	-93.20490265
Rebel Field	35.3246994	-81.94580078
Troop B Heliport	40.90010071	-74.22740173
Print Pad Heliport	40.65330124	-73.57360077
Crosswind Meadows Airport	40.81230164	-81.05509949
Paradise Air Haven Airport	35.11149979	-97.47930145
Croman Heliport	42.42919922	-122.8759995
Strom Field	46.55039978	-122.2669983
Gehris Airport	40.31729889	-75.29049683
Nelson's Run Airport	41.21590042	-80.19760132
Flyin' B Airport	29.53770065	-95.42379761
Tripp Creek Airport	43.06480026	-84.48919678
Flying Tigers Airport	33.65259933	-95.65579987
Seminole Spraying Service Airport	32.71820068	-102.737999
Big Sandy Airpark	36.279722	-88.043611
Hearthstone Heliport	29.87969971	-95.63079834
Sony Microelectronics Helistop	29.44470024	-98.63999939
Kingstowne Heliport	38.77140045	-77.13939667
Tailskid Ranch Airport	47.85189819	-117.7819977
S & S Ranch Airport	43.48469925	-90.61990356
Palo Pinto General Hospital Heliport	32.79880142	-98.14620209
Flying-A-Ranch Airport	43.10499954	-86.123703
Grove Hill Municipal Airport	31.68930054	-87.76139832
Seymour Lake Seaplane Base	61.61349869	-149.6660004
Arlington Municipal Airport	44.39440155	-97.12310028
Little Niklason Lake Seaplane Base	61.62649918	-149.2879944
Deshka Landing Airport	61.71879959	-150.1959991
Niklason Lake Estates Airport	61.62749863	-149.2870026
Songlo Vista Airport	62.56380081	-150.220993
Johnson Airport	60.63249969	-151.3399963
Drift River Airport	60.58890152	-152.1620026
B & B Boys Ranch Airport	61.59289932	-149.302002
Laub Airport	61.7655983	-150.3390045
Boisselle's Strip	61.66249847	-149.3919983
River John Airport	61.941944	-151.036111
Fayette County Hospital Heliport	33.70920181	-87.82360077
Flying H Ranch Airport	31.05039978	-85.68530273
East Alabama Medical Center Heliport	32.6391983	-85.40219879
Tuscaloosa Police Department Heliport	33.17409897	-87.55709839
Aldot Complex Heliport	32.41360092	-86.26809692
Edwards Farm Airport	33.83530045	-85.76390076
Town & Country Airpark	33.49010086	-86.41249847
Flowers Field	32.28499985	-87.51999664
Flint River Ranch Airport	34.61920166	-86.46690369
Cullman Regional Medical Center Heliport	34.20059967	-86.80470276
Frost Flying Inc Airport	34.83060074	-90.853302
Pine Mountain Heliport	36.41059875	-92.66329956
Ridgeway Field	36.32009888	-93.20159912
Cypress Creek Airport	35.05960083	-92.08200073
Four Mile Creek Ranch Airport	35.00569916	-92.07740021
Tripp Strip	35.11790085	-91.61190033
Crystal Ridge Airport	34.72859955	-92.5164032
Taylor Field	36.28779984	-94.18669891
River Acres Airport	35.46670151	-91.96679688
Quinn Field	36.05199814	-90.35839844
Flagstaff Medical Center East No. 2 Heliport	35.20830154	-111.6429977
Pixley-Richards Gilbert Heliport	33.37229919	-111.836998
U of A Maricopa Ag Center Airport	33.08029938	-111.9830017
Emergency Medical Heliport	36.91719818	-111.4639969
Phoenix General Satellite Hospital Heliport	33.66590118	-112.1149979
Hualapai Airport	35.57220078	-113.2919998
Del E Webb Memorial Hospital Heliport	33.65990067	-112.3730011
The Buttes in Tempe Heliport	33.40340042	-111.9729996
High Mesa Airpark	32.76229858	-109.6529999
Ina Road Heliport	32.33509827	-111.0719986
Sterling Airport	42.42589951	-71.79290009
Shady Acres Airport	47.07040024	-122.3710022
Mishawaka Pilots Club Airport	41.6570015	-86.03469849
Campbell Lake Spb Seaplane Base	61.1330986	-149.9420013
Wheeler Airport	41.18980026	-86.60700226
Burroughs Heliport	35.70410156	-119.3769989
Newport Beach Police Heliport	33.62639999	-117.8769989
Jamboree Center Helistop	33.67779922	-117.836998
Dixon Airport	34.92219925	-119.526001
Haws Airport	36.9416008	-120.2429962
J.H. Snyder Co. Iii Heliport	34.0625	-118.3519974
Metz Airport	36.32830048	-121.1869965
Holy Cross Medical Center Heliport	34.27970123	-118.4609985
Clark Ranch Airport	36.36330032	-121.3099976
Uc Davis Medical Center Tower Ii Heliport	38.55469894	-121.4560013
Metropolitan Water District Heliport	34.0544014	-118.2369995
Meadow Airstrip	40.15639877	-122.302002
World Trade Center Heliport	33.77780151	-118.1999969
Super Bowl Heliport	34.17279816	-118.1709976
Chase Plaza Heliport	34.03720093	-118.2580032
Long Point Heliport	33.73699951	-118.3939972
Raleigh Enterprises Heliport	34.03609848	-118.4420013
Toyota Helistop	33.85639954	-118.3130035
Sce Northern Division Heliport	34.2881012	-119.1689987
Santa Barbara Cottage Hospital Heliport	34.43	-119.724166
Sky Island Ranch Airport	38.73749924	-108.0059967
Cridler Field	38.84830093	-107.8330002
Mertens Airport	40.61750031	-103.3330002
Sterling Regional Medical Center Heliport	40.61249924	-103.2200012
Tercio Ranch Airstrip	37.07089996	-105.0189972
Texas Creek Heliport	38.40940094	-105.5849991
Dietrichs Airport	39.33250046	-104.5660019
E.P.M.C. Heliport	40.37170029	-105.5159988
D B Smith Memorial Heliport	38.71250153	-105.1419983
Crivitz Municipal Airport	45.21419907	-88.07319641
Ephraim-Fish Creek Airport	45.13539886	-87.18589783
Bordner Airport	41.33599854	-83.72319794
Dalton Airport	43.05250168	-83.80490112
Pronger Bros Ranch Airport	36.2195015	-102.1039963
Skylane Airport	38.01169968	-87.59470367
Excelsior Springs Memorial Airport	39.33720016	-94.1977005
Forest Hill Airport	42.91230011	-84.67549896
Fly High Heliport	28.345833	-81.664444
Southfork Heliport	28.226944	-81.366528
Gulf Coast Medical Center Heliport	26.54405556	-81.84880556
Searey Central SPB	28.766111	-81.74611
Last Chance Ranch Airport	27.02169991	-81.45120239
Tampa Bay Executive Airport	28.18799973	-82.62560272
L R M C Emergency Helistop	28.80830002	-81.86699677
Holmes Regional Medical Center Heliport	28.08779907	-80.61370087
Florida Flying Gators Ultralightport	28.62779999	-81.80290222
Arnold Palmer Hospital Heliport	28.52249908	-81.38030243
Tradewinds Aerodrome	28.76420021	-80.85389709
Indian River Memorial Hospital Heliport	27.66390038	-80.39620209
West Boca Medical Center Heliport	26.35560036	-80.20030212
Prairie Lake Private Res Sp Mooring Facility	28.65670013	-81.35340118
Franklin Flying Field	39.42639923	-86.0582962
Mount Royal Airport	29.43610001	-81.65670013
Two J's Flying Ranch Airport	28.45249939	-82.20780182
Florida Hospital-Fish Memorial Heliport	28.91469955	-81.28469849
Sheriff's Operation Center Heliport	29.19330025	-82.17510223
Knobel Heliport	28.24850082	-80.66200256
Mills Ranch South Airport	27.77829933	-80.92189789
Wink Tv Heliport	26.6508007	-81.85559845
Mack Bayor Airheart Heliport	30.37719917	-86.30560303
Hart Airport	30.94630051	-85.27380371
Sun N Lake Heliport	27.53860092	-81.50980377
Gen-Airpark	41.43980026	-90.11009979
Butler Farm Show Airport	40.8526001	-79.97480011
Grant Airport	33.52750015	-84.1568985
Prattsburg Airport	32.72510147	-84.35829926
Tanner Medical Center Heliport	33.57009888	-85.07489777
Warren Field	34.871111	-85.4375
Stonewall Heliport	33.60089874	-84.54910278
Diamond R Ranch Airport	33.63710022	-84.938797
Erlen Airport	33.5705986	-84.89830017
Rhodes Air Ranch Airport	33.16249847	-81.76830292
Cauley's Airstrip	32.32939911	-82.63500214
Vintage Field	33.13349915	-84.37740326
Okefenokee Heliport	30.73749924	-82.12670135
Williams Heliport	33.82080078	-84.12809753
Broad River Air Park	34.41189957	-83.18419647
Fox Mountain Airport	34.72999954	-85.54190063
Rockdale Hospital Heliport	33.68050003	-84.00260162
Wellstar Douglas Hospital Heliport	33.73889923	-84.73280334
Eden Field	31.41270065	-81.43730164
Prater Ranch Airport	33.84349823	-82.47899628
Holly Farm Airport	34.13999939	-84.37809753
Cottonwood Lake Seaplane Base	61.59759903	-149.3159943
Erie Air Park	41.67919922	-90.0786972
Elwood Airport	40.25279999	-85.83329773
Washington County Hospital Heliport	41.28919983	-91.68769836
Whites Airport	41.96080017	-93.11990356
Greene County Medical Center Heliport	42.01670074	-94.38770294
Des Moines General Hospital Heliport	41.59420013	-93.60079956
Robinson Airport	41.5318985	-95.94200134
Kerr Airport	42.87720108	-95.88249969
Ottumwa Hospital Heliport	41.02890015	-92.39070129
Daec Heliport	42.10189819	-91.77709961
Kah Heliport	40.4070015	-91.38710022
Rake Airport	43.47579956	-93.90720367
The Last Resort Airport	46.350675	-115.977
Health Center Heliport	42.95410156	-115.3050003
Indian Creek Ranch Airport	43.47600174	-116.4039993
Terry's Airport	41.17020035	-85.42160034
Fremont (Murphy) Airport	41.69108485	-84.86425638
Shenandoah Flying Field	39.41669846	-86.63580322
Fifer Field	38.21279907	-87.91950226
Basting Airport	41.0870018	-84.8411026
Lafayette Home Hospital Heliport	40.4197998	-86.86669922
Stout Field	41.08390045	-86.77330017
Hawthorn Mine Heliport	38.93199921	-87.24060059
Army Aviation Support Facility Heliport	39.58340073	-85.80000305
Birkey Private Airport	41.44229889	-86.26110077
Dick's Strip	41.09730148	-85.24220276
Patten Industries Heliport	41.92292921	-87.96278246
Silver Creek Gliderport	38.9253006	-89.66220093
Sweedler Airport	41.41230011	-88.04869843
Stillman Fire Heliport	42.10559845	-89.1832962
Maaks Heliport	40.13140106	-89.59320068
Illinois State Fair Heliport	39.83580017	-89.63970184
Pinckneyville Correctional Center Heliport	38.08330154	-89.31999969
Home Free Airport	41.80339813	-89.02179718
Evanston Hospital-Golf Course Site Heliport	42.06480026	-87.68450165
Sugar Creek Farm Airport	40.26940155	-89.30220032
Dupouy Airport	40.4192009	-85.85610199
Carlson Farm Airport	41.52310181	-87.16390228
Johnson Airport	40.77500153	-85.33889771
Pippenger Airport	41.31689835	-85.37139893
Holloway Field	38.588333	-85.505833
Chain-O-Lakes Airport	41.66249847	-86.35420227
Ddt Field	41.20470047	-86.34580231
Thomas Airport	40.15140152	-86.11920166
Mc Coy Airport	39.70000076	-89.20899963
Earp Airport	40.74060059	-90.66960144
Noland RLA Restricted Landing Area	39.73339844	-89.15010071
Merkle Airport	42.28889847	-90.34539795
Holmes Airport	39.68450165	-89.59870148
Davy Jones /Private/ Airport	38.22280121	-88.88279724
Foote Airport	41.08670044	-89.09590149
Rinkenberger Restricted Landing Area	41.23089981	-89.61569977
Grand Tower Heliport	37.63280106	-89.5062027
Davis Field	30.79750061	-82.02760315
Cherry Hill Heliport	40.8705	-74.44325
Skilak Blm Helistop	60.4803009	-150.4550018
Hillsboro Municipal Airport	39.14450073	-89.45700073
Upper Wasilla Lake Seaplane Base	61.58869934	-149.3849945
Kankakee Airport	41.09999847	-87.91670227
Stormont-Vail Hospital Heliport	39.05250168	-95.69550323
Mesa Verde Airport	39.1556015	-95.74330139
Rogers Airport	37.40000153	-97.19200134
Eveleigh Farms Airport	37.76779938	-101.4349976
High Point Airport	37.84271559	-97.35144138
St Mary Hospital Heliport	39.2018013	-96.60079956
Berwick Airport	37.82920074	-97.34889984
Reed-Wilsonton Airport	37.25650024	-95.33360291
Lamar Field	37.89670181	-86.78939819
Goode Airpark	37.64139938	-87.13169861
Chesnut Knolls Airport	37.15110016	-84.25749969
Mason Valley Airport	38.03829956	-85.35939789
Craw Daddy Landing Airport	38.67279816	-85.18280029
Carroll County Hospital Heliport	38.68330002	-85.16670227
Russell Airport	38.0306015	-86.23169708
Eagle's Nest Airport	38.10329819	-86.45690155
Fidelity Heliport	39.0279007	-84.5243988
Miles Field	38.125	-85.125
Charlie Hammonds Seaplane Base	29.58989906	-90.71340179
Flying M Ranch Airport	44.73830032	-83.37969971
Harrington Flying Service Airport	29.91970062	-92.24739838
Wilder Airport	30.55850029	-92.8042984
Southern Natural Gas Co. Seaplane Base	30.28079987	-89.95420074
